Actual Time,Run Time,Date Time,Temperature_MS8607,Temperature_DHT22,Humidity_MS8607,Humidity_DHT22,Pressure,Dust_PM10Standard,Dust_PM25Standard,Dust_PM100Standard,Dust_PM10Env,Dust_PM25Env,Dust_PM100Env,Dust_Particles03um,Dust_Particles05um,Dust_Particles10um,Dust_Particles25um,Dust_Particles50um,Dust_Particles100,VolatileOrganicCompounds_eCO2,VolatileOrganicCompounds_TVOC
1643673684.098292,445112.0818321705,2022-01-31 17:01:24.098311,19.84,18.9,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,573,31
1643673685.1728196,445113.15638804436,2022-01-31 17:01:25.172833,19.83,18.9,-6.0,1.0,669.14251254459,0,0,0,0,0,0,0,0,0,0,0,0,581,27
1643673685.9483023,445113.9318611622,2022-01-31 17:01:25.948317,19.84,18.9,-6.0,1.0,669.1575128811301,0,0,0,0,0,0,0,0,0,0,0,0,570,27
1643673686.711667,445114.6952307224,2022-01-31 17:01:26.711680,19.84,18.8,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,578,32
1643673687.793653,445115.7772305012,2022-01-31 17:01:27.793666,19.83,18.8,-6.0,1.0,669.14251254459,0,0,0,0,0,0,0,0,0,0,0,0,575,31
1643673688.5618224,445116.5453927517,2022-01-31 17:01:28.561849,19.84,18.8,-6.0,1.0,669.14251254459,0,0,0,0,0,0,0,0,0,0,0,0,583,33
1643673689.4010108,445117.3845834732,2022-01-31 17:01:29.401023,19.83,18.9,-6.0,1.0,669.1575128811301,0,0,0,0,0,0,0,0,0,0,0,0,577,30
1643673690.4202793,445118.4038448334,2022-01-31 17:01:30.420293,19.83,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,567,25
1643673691.2328355,445119.2164106369,2022-01-31 17:01:31.232848,19.84,18.9,-6.0,1.0,669.14251254459,0,0,0,0,0,0,0,0,0,0,0,0,578,31
1643673692.0078292,445119.9913959503,2022-01-31 17:01:32.007844,19.84,18.9,-6.0,1.0,669.17251321767,0,0,0,0,0,0,0,0,0,0,0,0,569,25
